"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","kr1_new","kr2_new","kr3_new","Kr1","Kr2","Kr3","Kx"
"253",253,0.236690810908128,0.437747131895392,8.5,0.0236536848220311,7.81079675996822,0.0875298772788336,0.0296,0.425,"PI_583749",253,37,0.000174848516115015,6.46262774677459e-05,5.68141253442743e-05,0.000480911462494252,0.00017775110880626,0.00015626420353304,5.66459333912612
"254",254,0.312094256871606,0.58794943353625,10.2,0.0270446251632004,10.299110476763,0.0839445738577961,0.016,0.781,"PI_583750",254,38,0.000148411980331888,5.88997858545322e-05,5.25513540618616e-05,0.000548262831621534,0.000217587308668028,0.00019413496214437,5.14239728003809
"255",255,0.301722765877161,0.580320480064637,9.9,0.0281411832512602,9.95685127394631,0.0846229308620557,0.0396,0.772,"PI_583751",255,39,0.000142537143305234,5.73738566154709e-05,5.13652100952057e-05,0.000519727642905661,0.000209200062325587,0.000187290968172189,5.09823937178883
"256",256,0.283220923164789,0.561644992150857,10.4,0.0267715450948143,9.34629046443803,0.081702145708124,0.0799,0.739,"PI_583752",256,40,0.000142255348368052,5.66886357645333e-05,5.07120619909419e-05,0.000502007681731001,0.000200049635722784,0.000178958787616234,3.93176302921134
"257",257,0.291528282694959,0.526241010355424,8.7,0.0269784744437316,9.62043332893366,0.0883657052714489,0.1313,0.602,"PI_443781",257,41,0.000152709861221115,6.06883348939885e-05,5.38424378871006e-05,0.000504930541892344,0.000200664145586485,0.000178028393986777,6.67369293249322
"258",258,0.233304501751313,0.428932528743427,7.9,0.0247630413914069,7.69904855779331,0.0760800084435768,0.0162,0.407,"PI_443963",258,42,0.000169857124665366,6.32744336123262e-05,5.58258629260061e-05,0.000457775577637796,0.000170528557183878,0.000150454193183995,2.73249613743217
"259",259,0.373389515316781,0.652365172144964,10.1,0.0276213521612063,12.3218540054538,0.0980298874919981,0.128,0.899,"PI_444005",259,43,0.000150859422588916,6.17905016870192e-05,5.47848175573443e-05,0.000618362403799695,0.000253275019216344,0.00022455920150775,13.0568029143677
"260",260,0.285459858584443,0.539679113787229,8.3,0.0306288259280464,9.42017533328663,0.0788505055339319,0.1019,0.659,"PI_444095",260,44,0.00015074935765973,6.04764372506271e-05,5.38428286517515e-05,0.000511176581545585,0.000205069785621314,0.000182575856496,2.91678951659147
"261",261,0.244626774091784,0.507143360438154,9.7,0.0270635656027185,8.07268354502887,0.077417277310903,0.1026,0.62,"PI_444125",261,45,0.000133344250864209,5.31685361690701e-05,4.78592396585819e-05,0.000424898216572119,0.000169420249088907,0.000152502304716065,2.81067780017486
"262",262,0.279259596281003,0.563907418197001,10.4,0.0273699828765382,9.2155666772731,0.0788497450342763,0.1188,0.754,"PI_444165",262,46,0.000137354250592591,5.52045389310173e-05,4.95127238785367e-05,0.00048666462583779,0.000195597123259762,0.000175430255245829,3.39195861006768
"263",263,0.279828933459734,0.541151637980601,9.4,0.0278002877149858,9.23435480417124,0.0787694907368808,0.0815,0.674,"PI_444173",263,47,0.000148859681500257,5.88600496573361e-05,5.24477386269186e-05,0.000506146142294947,0.000200133352222027,0.00017833049426525,3.36234241682718
"264",264,0.289885856765246,0.564189583547756,10.2,0.0268925222335794,9.56623327325312,0.093725236206569,0.0915,0.736,"PI_584439",264,48,0.000143864431495282,5.75972571794297e-05,5.14373933231107e-05,0.00050998613122429,0.000204176960578551,0.000182340811752178,8.78189696666475
"265",265,0.32752165064914,0.638058260999,11.9,0.0260955134747781,10.8082144714216,0.0939958574653182,0.0685,0.942,"PI_584440",265,49,0.000135650368974375,5.54221771963551e-05,4.97079748356359e-05,0.00054382752335683,0.000222189630530461,0.00019928117446591,10.0926490405972
"266",266,0.257927831403306,0.519851029978818,10.2,0.0256787449583836,8.5116184363091,0.0713162411016402,0.0195,0.64,"PI_444408",266,50,0.000145363053201848,5.64971184487993e-05,5.05524107458842e-05,0.000474802299317933,0.000184537687902571,0.00016512036813702,2.22704399181572
"267",267,0.341789011276622,0.669224932186924,10.6,0.030890181217953,11.2790373721285,0.0991011439752485,0.1763,1.04,"PI_444498",267,51,0.00012018411482088,5.20510802425789e-05,4.70907550097355e-05,0.000505357889164078,0.000218867727064456,0.000198010232769365,11.2884928803976
"268",268,0.307470382633167,0.58577987103188,10.9,0.025532980587038,10.1465226268945,0.0923742449501556,0.141,0.781,"PI_444499",268,52,0.000139518063858453,5.63081092198253e-05,5.03211727683168e-05,0.000513505090485524,0.000207245570360911,0.00018521027070694,8.62036440008415
"269",269,0.320646367884254,0.566441846329578,8,0.0307244348056655,10.5813301401804,0.0870673250025891,0,0.685,"PI_444642",269,53,0.000160465740449392,6.34660699120533e-05,5.63172670750774e-05,0.000571107051574982,0.000225879492787782,0.000200436481095178,6.08519403590806
"270",270,0.318654756268644,0.560226336204589,10,0.0241571579935945,10.5156069568653,0.0859414752281545,0.0028,0.667,"PI_444897",270,54,0.000165364579183624,6.35773596800049e-05,5.6126126056308e-05,0.000582084291787056,0.000223792680184146,0.000197564293983173,6.89975442826193
"271",271,0.291528282694959,0.548745070437873,9,0.0285796430825459,9.62043332893366,0.0891114206463691,0.1467,0.679,"PI_444954",271,55,0.000143189071105615,5.79259821449888e-05,5.16999245610401e-05,0.000493696867865522,0.000199721080192787,0.000178254461933362,6.59568249012136
"272",272,0.274662416478044,0.539384126548033,9.5,0.027865443165262,9.06385974377545,0.0803854388186362,0.0778,0.677,"PI_445067",272,56,0.000137546863725318,5.52920141769272e-05,4.9617827105167e-05,0.000466153256120136,0.000187387423805513,0.000168157317733317,3.6896393227928
"273",273,0.274662416478044,0.534046494249964,9.5,0.0273035871338863,9.06385974377545,0.0846415405102087,0.0817,0.659,"PI_445082",273,57,0.000138819412040926,5.54238801507612e-05,4.9687800225012e-05,0.000465810353697227,0.000185975555124002,0.000166728063870682,4.82324667772259
"274",274,0.178412411615277,0.382235840494269,8.5,0.0239792269269402,5.88760958330414,0.070526036173638,0.0076,0.359,"PI_445251",274,58,0.000155922542454975,5.71567301330062e-05,5.09577592675956e-05,0.000374472717651431,0.000137270953436106,0.000122383141641461,1.4169446235928
"275",275,0.306952319278422,0.577571433435391,8.7,0.0311056453053988,10.1294265361879,0.0861169491218496,0.1455,0.752,"PI_445355",275,59,0.000136852034518585,5.68722142423116e-05,5.09806265375002e-05,0.000496634438176451,0.000206388602606018,0.0001850080994952,5.24674061541913
"276",276,0.24785844353879,0.515855662806612,10.8,0.0248145573396131,8.17932863678007,0.0727504508063177,0.0245,0.643,"PI_445298",276,60,0.000137093037100355,5.35617780070776e-05,4.8136746621956e-05,0.00044434824420591,0.000173605330492237,0.000156021628053898,2.19623509630686
"277",277,0.340856433791536,0.617007798877627,10.3,0.0268108121442807,11.2482623151207,0.0902773057928585,0.0221,0.831,"PI_471823",277,61,0.000154694858316596,6.15031665026533e-05,5.46048781414249e-05,0.00059971705668292,0.000238433897500094,0.000211690790216728,8.06508460775803
"278",278,0.245924537968297,0.487297829969627,9.2,0.026236227391449,8.11550975295379,0.070855268235138,0.0371,0.557,"PI_471857",278,62,0.000151220651397239,5.84258625419608e-05,5.21013962895751e-05,0.000463004753989449,0.000178887287304437,0.00015952314679688,1.83054341027087
"279",279,0.310560614878462,0.601067151671594,9.5,0.0305796354519086,10.2485002909893,0.0803760338667817,0.0925,0.832,"PI_498451",279,63,0.000130351046520816,5.41775546199086e-05,4.88284139884008e-05,0.000492285886492635,0.000204607835655586,0.000184406183976978,3.53634063600313
"280",280,0.343646573930523,0.652121160476751,10.4,0.0296610179371373,11.3403369397073,0.0953640286606318,0.1457,0.965,"PI_486516",280,64,0.0001360417972825,5.68943759249923e-05,5.09635236027809e-05,0.000557417400890797,0.000233118907474862,0.000208817844473988,9.881555275978
"281",281,0.303825388987325,0.600802306031209,9.8,0.0303037670452943,10.0262378365817,0.0887323334993506,0.1315,0.843,"PI_483878",281,65,0.000129574866966436,5.40191695429627e-05,4.86679039150677e-05,0.000489138931941135,0.000203919784084642,0.000183719012013313,6.10055374430347
"282",282,0.295325090052232,0.607388803063584,10.6,0.0294399729255993,9.74572797172364,0.0783604363710219,0.1214,0.885,"PI_498570",282,66,0.000122210843349922,5.12124922205659e-05,4.63758625923476e-05,0.000466397690336521,0.000195444098357612,0.000176985892638867,3.20707799578735
"283",283,0.260384342380926,0.52955737151693,9.8,0.0274666356261228,8.59268329857056,0.0825599787560678,0.0721,0.668,"PI_504118",283,67,0.000135899319058259,5.42717803115802e-05,4.87949215932001e-05,0.000452178768647348,0.000180578879744567,0.00016235568886698,4.10628919520418
"284",284,0.204980255088778,0.383897743289922,8,0.0223646860251431,6.76434841792966,0.0788132151449115,0.0193,0.331,"PI_489682",284,68,0.000172619863525904,6.27944458784677e-05,5.53433125211727e-05,0.000416376486756969,0.00015146652435398,0.000133493640664366,3.12254570336024
"285",285,0.312603798854754,0.564471607851072,11.3,0.0222891866368423,10.3159253622069,0.0929501261854164,0.0304,0.694,"PI_484975",285,69,0.000163166681858963,6.2574792831405e-05,5.52290003674399e-05,0.000578699960349164,0.000221932748265923,0.00019587957515976,9.60634227727397
"286",286,0.326548330070098,0.576744164306897,9.9,0.0252723064885655,10.7760948923132,0.0841976520742649,0.0597,0.71,"PI_498609",286,70,NA,NA,NA,NA,NA,NA,NA
"287",287,0.304871262610412,0.592801918305689,11,0.0261755141541161,10.0607516661436,0.0885800027514172,0.0858,0.812,"PI_483911",287,71,0.000139878432089585,5.63953008132245e-05,5.04655512618974e-05,0.000521003000355575,0.000210054691711352,0.000187968246635817,6.66303003270942
"288",288,0.279259596281003,0.527449372475343,9.1,0.0272736017795978,9.2155666772731,0.0752637693523821,0.0259,0.629,"PI_503560",288,72,0.00015422834963188,6.04054568227732e-05,5.37247661865543e-05,0.000511122335573788,0.000200187437953855,0.000178047213997751,2.73427003964865
"289",289,0.267023247124982,0.496358592054428,9.2,0.0249277548836354,8.8117671551244,0.0961642258950318,0.0438,0.55,"PI_438943",289,73,0.000162511018881582,6.22259402718558e-05,5.50316961368704e-05,0.000506825229291293,0.000194064849652628,0.00017162806685239,9.5131398025464
"290",290,0.298541066072092,0.552790639154137,9.8,0.0259438339879637,9.85185518037905,0.0944323059929197,0.0332,0.68,"PI_629130",290,74,NA,NA,NA,NA,NA,NA,NA
"291",291,0.287127603203875,0.552214515350757,8.8,0.0301235127439639,9.47521090572787,0.0867470330894083,0.1149,0.699,"PI_620780",291,75,NA,NA,NA,NA,NA,NA,NA
"292",292,0.305392856255432,0.556520906396901,9.2,0.0272965271892902,10.0779642564292,0.0933669555480028,0.0857,0.68,"PI_629147",292,76,NA,NA,NA,NA,NA,NA,NA
"293",293,0.262211623342099,0.530458235289519,10,0.026824661194742,8.65298357028927,0.0874729536964939,0.1088,0.668,"PI_629157",293,77,0.000138867560653971,5.54177477170896e-05,4.96836513048267e-05,0.000462841051194577,0.000184705545970718,0.000165593989617281,5.73366628189621
