"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","Trt","Roottype"
"117",117,0.622076288464266,1.09027438449943,NA,0.0637401133000563,16,0.206195595698211,0.0938144286221841,7.91265257674243,"BS","BS-DS-CR2-5.tif",117,"sheltered","CR2"
"118",118,0.4815132616061,0.808209027234477,12,0.0518410914496265,16,0.163711141843765,0.00857954889566144,4.15852633629018,"BS","BS-DS-CR3-1.tif",118,"sheltered","CR3"
"119",119,0.382354088632879,0.622546244062988,NA,0.0477367474536438,12,0.158773289712142,0.129220676019966,2.38221829064574,"BS","BS-DS-CR4-1.tif",119,"sheltered","CR4"
"120",120,0.456774541246261,0.648008127285562,8,0.0445181525135801,12,0.169110763558253,0.145887027111537,2.08516663448381,"BS","BS-DS-CR4-2.tif",120,"sheltered","CR4"
"121",121,0.399071236897125,0.71128557657103,NA,0.042034737906165,12,0.166810970286205,0.173221359774865,3.42148903967722,"BS","BS-DS-CR4-3.tif",121,"sheltered","CR4"
"122",122,0.377173760897908,0.697483684293893,8,0.0710184632150485,12,0.150987873688179,0.0043513174155741,3.39734921733064,"BS","BS-DS-CR4-4.tif",122,"sheltered","CR4"
"123",123,0.346460576557985,0.57207420375191,8,0.0586324804293689,12,0.153468202400494,0.0237860835704246,2.04531723811106,"BS","BS-DS-CR4-5.tif",123,"sheltered","CR4"
"124",124,0.35633827274442,0.6563240444704,8,0.0676050695404915,12,0.182644662652562,0.0142136511156988,2.99823073326759,"BS","BS-DS-CR4-6.tif",124,"sheltered","CR4"
"125",125,0.347284487595362,0.650528836892725,9,0.051961503347063,12,0.126960247154927,NA,2.98635725943289,"BS","BS-DS-CR4-7.tif",125,"sheltered","CR4"
"126",126,0.447458191041335,0.613837785739316,7,0.0456534852042571,19,0.14100365862324,0.122505246752278,1.74275495137009,"BS","BS-DS-CR5-2.tif",126,"sheltered","CR5"
"127",127,0.470447368913663,0.731737638318009,NA,0.0554023971747018,15,0.152695281431256,0.0181843244949495,3.10023267712964,"BS","BS-DS-CR5-3.tif",127,"sheltered","CR5"
"128",128,0.419804396989034,0.59160160628687,6,0.0476030521924472,14,0.153040019872894,0.0824767450299053,1.71491017557825,"BS","BS-DS-CR5-4.tif",128,"sheltered","CR5"
"129",129,0.414366608448298,0.647826014933691,6,0.0413452236240647,14,0.161119950087869,0.106913779050186,2.44745324238694,"BS","BS-DS-CR5-6.tif",129,"sheltered","CR5"
"130",130,0.40217352719156,0.547187703198627,NA,NA,12,0.152752282663046,NA,1.35875669439536,"BS","BS-DS-CR5-7.tif",130,"sheltered","CR5"
"131",131,0.487848547456525,0.750985340100329,NA,NA,14,0.154899799603621,0.115505988606104,3.21732103861794,"BS","BS-DS-CR5-8.tif",131,"sheltered","CR5"
"132",132,0.441446721248008,0.682201012603094,NA,NA,14,0.166285616297971,0.213009489197257,2.66995512854462,"BS","BS-DS-CR5-9.tif",132,"sheltered","CR5"
"133",133,0.36644851613493,0.643791834406258,6,0.0612005495550174,7,0.165584597350225,0.103489493601781,2.76529942701543,"BS","BS-DS-SR-1.tif",133,"sheltered","SR"
"134",134,0.36953245543495,0.555041564219425,7,0.041274570489254,7,0.153371021498444,0.13026449811653,1.69280397470301,"BS","BS-DS-SR-2.tif",134,"sheltered","SR"
"135",135,0.372635414143089,0.684906508216944,8,0.0582313946457791,8,0.172840558932893,0.0200513174587455,3.25933591824268,"BS","BS-DS-SR-4.tif",135,"sheltered","SR"
"136",136,0.359984591028947,0.772518591395803,9,0.0609758094005891,8,0.188042648963093,0.0125703750394816,4.61104037160751,"BS","BS-DS-SR-6.tif",136,"sheltered","SR"
"137",137,0.384689222289887,0.760660324639837,10,0.0419296198275443,8,0.17003937556066,0.0141687225005249,4.25003258208332,"BS","BS-DS-SR-7.tif",137,"sheltered","SR"
"138",138,0.386920144173969,0.744282487477643,10,0.048851472980001,9,0.166630089191508,0.017322347728264,3.98977991241492,"BS","BS-DS-SR-8.tif",138,"sheltered","SR"
"139",139,0.831775106898151,1.52679307380325,12,0.0541160649489568,22,0.156787379563237,NA,16.1787219891218,"BS","BS-WW-CR1-2.tif",139,"non-sheltered","CR1"
"140",140,0.484193965148023,1.07570831306409,11,0.0610697981744379,14,0.175696886264192,0.0461791895037132,9.10672917290982,"BS","BS-WW-CR3-1.tif",140,"non-sheltered","CR3"
"141",141,0.496062561933959,0.902616264892042,7,0.0518861112824785,17,0.149413025822459,0.112259968754162,5.6122326630378,"BS","BS-WW-CR3-11.tif",141,"non-sheltered","CR3"
"142",142,0.506851245233925,0.914392559821959,9,0.0448622993379169,17,0.175062074126033,0.164029178773117,5.71662852565162,"BS","BS-WW-CR3-12.tif",142,"non-sheltered","CR3"
"143",143,0.592460396366614,1.24655692178633,14,0.0558804546661341,18,0.147165563799629,NA,11.872096187079,"BS","BS-WW-CR3-14.tif",143,"non-sheltered","CR3"
"144",144,0.393435597900035,0.853078545409249,10,0.0520715039593902,11,0.184976789345545,0.0408897693087354,5.65480400391997,"BS","BS-WW-CR3-2.tif",144,"non-sheltered","CR3"
"145",145,0.452568274572515,0.814087968819786,13,0.0574116315968631,11,0.190567018827373,0.0808537352915094,4.51950087203912,"BS","BS-WW-CR3-3.tif",145,"non-sheltered","CR3"
"146",146,0.462428713532414,0.91715043476424,10,0.0580573466795382,13,0.184857525595275,0.0200352692527748,6.19144568132404,"BS","BS-WW-CR3-4.tif",146,"non-sheltered","CR3"
"147",147,0.399491547587112,0.864247738401379,10,0.0546828696707001,11,0.174097602169067,NA,5.79672123463956,"BS","BS-WW-CR3-5.tif",147,"non-sheltered","CR3"
"148",148,0.74376665439288,1.24588486218951,NA,0.0477173609227506,17,0.188527044083607,NA,9.86013208425181,"BS","BS-WW-CR3-7.tif",148,"non-sheltered","CR3"
"149",149,0.421766920388559,0.900463608176199,10,0.0559462970692046,11,0.190317841185586,NA,6.24694019317761,"BS","BS-WW-CR3-8.tif",149,"non-sheltered","CR3"
"150",150,0.394001136658414,0.841719765984741,10,0.0812182197317088,11,0.188372993768,0.0658813462465852,5.46041063549225,"BS","BS-WW-CR3-9.tif",150,"non-sheltered","CR3"
"151",151,0.367530617156658,0.739651413512629,NA,0.0446310252045581,7,0.197825264004362,0.0659978047105817,4.06633089106073,"BS","BS-WW-CR4-1.tif",151,"non-sheltered","CR4"
"152",152,0.409465616876673,0.87234417283181,10,0.0605373865945384,12,0.197704606350135,NA,5.85585603267169,"BS","BS-WW-CR4-10.tif",152,"non-sheltered","CR4"
"153",153,0.480888294792956,0.911185146281364,9,0.0534022816022569,14,0.215727190809789,0.178218789418315,5.91194059525985,"BS","BS-WW-CR4-11.tif",153,"non-sheltered","CR4"
"154",154,0.465480022090706,0.895274591063077,11,0.0650420983544483,14,0.209988789507269,0.0361840756589876,5.77218821783694,"BS","BS-WW-CR4-12.tif",154,"non-sheltered","CR4"
"155",155,0.5182588796237,0.894637775097909,0,0.0459916724653935,16,0.199616169072775,0.00658798535065852,5.24850246716931,"BS","BS-WW-CR4-13.tif",155,"non-sheltered","CR4"
"156",156,0.32110776629891,0.627077663621239,7,0.0482096352035046,6,0.191171999176135,0.0232692710522131,2.86333211087724,"BS","BS-WW-CR4-14.tif",156,"non-sheltered","CR4"
"157",157,0.45707994554406,0.791771762017518,11,0.06012395087275,14,0.179940854486402,NA,4.12530165444207,"BS","BS-WW-CR4-16.tif",157,"non-sheltered","CR4"
"158",158,0.343358164733785,0.626414901051383,7,0.0681262082116865,7,0.186109435643537,0.0208705070206133,2.70921429361549,"BS","BS-WW-CR4-17.tif",158,"non-sheltered","CR4"
"159",159,0.39686680850167,0.696024233353874,NA,0.036792332744787,7,0.236314860411899,0.0964393206011688,3.22683231652388,"BS","BS-WW-CR4-2.tif",159,"non-sheltered","CR4"
"160",160,0.376803520470831,0.738491351147073,NA,NA,7,0.209995893257803,0.163979880010245,3.98128573096593,"BS","BS-WW-CR4-5.tif",160,"non-sheltered","CR4"
"161",161,0.337914481999478,0.8006969686759,10,0.0593444687269121,13,0.122951301287437,NA,5.2005851053009,"BS","BS-WW-CR4-6.tif",161,"non-sheltered","CR4"
"162",162,0.379190365042567,0.904254972234471,NA,0.0611569657614909,7,0.222117371324404,0.239553329161752,6.65104470402237,"BS","BS-WW-CR4-7.tif",162,"non-sheltered","CR4"
"163",163,0.388304732779152,0.848048306933244,9,0.0519531025170093,7,0.188909206407988,0.0629157340449932,5.609936095892,"BS","BS-WW-CR4-8.tif",163,"non-sheltered","CR4"
"164",164,0.376084064265908,0.596780414899787,7,0.0561492094258864,10,0.151413640031804,0.239464059600881,2.11907947079569,"BS","BS-WW-CR5-2.tif",164,"non-sheltered","CR5"
"165",165,0.37167551129941,0.649964148842695,9,0.0680674742032768,10,0.169772092804526,NA,2.80603422562397,"BS","BS-WW-CR5-4.tif",165,"non-sheltered","CR5"
"166",166,0.363863942636604,0.707352569572414,9,0.0683169860360685,10,0.170165200394317,NA,3.63152773884386,"BS","BS-WW-CR5-5.tif",166,"non-sheltered","CR5"
"167",167,0.396891904398007,0.730526351156782,0,0.0424284998891952,11,0.154417649918212,0.0542130681079297,3.712407933227,"BS","BS-WW-CR5-6.tif",167,"non-sheltered","CR5"
"168",168,0.374694189115976,0.646053867910012,8,0.0431717220420663,12,0.167747126141119,NA,2.73378038951833,"BS","BS-WW-CR5-7.tif",168,"non-sheltered","CR5"
"169",169,0.357111445105184,0.737047699076419,NA,0.0567544281995847,9,0.172674397939519,NA,4.10290041573323,"BS","BS-WW-CR5-8.tif",169,"non-sheltered","CR5"
"170",170,0.352069418242037,0.703253431385938,9,0.0572369374129258,9,0.189275519759813,NA,3.65779889428716,"BS","BS-WW-CR5-9.tif",170,"non-sheltered","CR5"
"171",171,1.13943773154316,1.82562115299408,11,0.0505061492927162,34,0.152221754314727,0.0419802896442113,20.0804429740696,"BS","BS-DS-CR1-1.tif",171,"sheltered","CR1"
"172",172,1.25017771882035,1.9409894190517,13,0.0933241030469653,39,0.137657242281774,0.144364013184964,21.757499438791,"BS","BS-DS-CR1-2.tif",172,"sheltered","CR1"
"173",173,0.611625032555004,1.1034248164748,14,0.0648206610904685,19,0.194993231041503,0.0468800065499782,8.32462783046369,"BS","BS-DS-CR2-2.tif",173,"sheltered","CR2"
"174",174,0.531703838982955,0.905417343665549,10,0.0617247039087956,16,0.177481518410877,0.220151733190503,5.30068416607747,"BS","BS-DS-CR2-6.tif",174,"sheltered","CR2"
"175",175,0.461617927709586,0.718530026588519,8,0.0708401789327976,17,0.133086072002514,0.013963494355392,2.99240767850361,"BS","BS-DS-CR3-2.tif",175,"sheltered","CR3"
"176",176,0.440492469538371,0.693549401232751,10,0.0601679654780741,17,0.143973713982817,0.0243052208745075,2.83235100414263,"BS","BS-DS-CR3-3.tif",176,"sheltered","CR3"
"177",177,0.42742941746357,0.615435476786278,7,0.0491842032917008,17,0.126286955287298,0.126007538780771,1.93508318917802,"BS","BS-DS-CR4-8.tif",177,"sheltered","CR4"
"178",178,0.404049521398872,0.600905135101657,9,0.0403129985569528,18,0.131257823812995,0.166705608907959,1.95251336923997,"BS","BS-DS-CR4-9.tif",178,"sheltered","CR4"
"179",179,0.412438599501846,0.594506106889834,10,0.0488547758704495,15,0.137879893969515,0.107808850670184,1.80941345313751,"BS","BS-DS-CR5-1.tif",179,"sheltered","CR5"
"180",180,0.418231923368173,0.605779268595361,10,0.0533399574955336,16,0.135339797606308,0.0904406742809646,1.8954632548868,"BS","BS-DS-CR5-5.tif",180,"sheltered","CR5"
"181",181,0.328809350524984,0.575087534258845,6,0.0386991057610796,7,0.143550617358967,0.0959485604198728,2.19707345556746,"BS","BS-DS-SR-3.tif",181,"sheltered","SR"
"182",182,0.334076936630755,0.632184891202957,9,0.0478242022485619,8,0.157442196246521,0.0547364282558401,2.84294287454752,"BS","BS-DS-SR-5.tif",182,"sheltered","SR"
"183",183,0.976706217311288,1.835632167332,16,0.0754561837404275,36,0.139023608461677,0.079145324954944,23.840921828711,"BS","BS-WW-CR1-1.tif",183,"non-sheltered","CR1"
"184",184,0.817258498076901,1.42130991724769,13,0.0608413243177636,40,0.111244180585345,0.090499905953817,13.3457819932404,"BS","BS-WW-CR1-3.tif",184,"non-sheltered","CR1"
"185",185,0.777936935174244,1.43184545404852,16,0.0952972210800923,19,0.136789500094918,0.134011964813776,14.2615342342618,"BS","BS-WW-CR2-1.tif",185,"non-sheltered","CR2"
"186",186,0.871963966964056,1.46955364856462,13,0.0818434712539966,17,0.178736920332537,0.152916170062605,13.810209435228,"BS","BS-WW-CR2-2.tif",186,"non-sheltered","CR2"
"187",187,0.418579620023964,0.682222948725559,10,0.0496895455303161,14,0.156707766051396,0.226502772929362,2.86434922131249,"BS","BS-WW-CR3-13.tif",187,"non-sheltered","CR3"
"188",188,0.419768788768081,0.847191704389258,10,0.0948898885254369,11,0.167699953018736,0.079457825141799,5.34466661852017,"BS","BS-WW-CR3-6.tif",188,"non-sheltered","CR3"
"189",189,0.336712552630106,0.625430084606013,8,0.0779210016385783,6,0.162585068199255,0.0462278852219453,2.74165221571225,"BS","BS-WW-CR4-15.tif",189,"non-sheltered","CR4"
"190",190,0.353341409520554,0.65781849598255,9,0.055582620110042,12,0.115214036492678,0.062650827859442,3.0386046718677,"BS","BS-WW-CR4-4.tif",190,"non-sheltered","CR4"
"191",191,0.36785595233581,0.722885045693824,10,0.046285916923172,10,0.132042517837409,0.101410366580604,3.82195286018217,"BS","BS-WW-CR5-1.tif",191,"non-sheltered","CR5"
"192",192,0.361647239734951,0.589221749676583,7,0.0487933133873215,11,0.142125768316357,0.164809145635048,2.13571867703293,"BS","BS-WW-CR5-3.tif",192,"non-sheltered","CR5"
"193",193,0.387495162253967,0.762691269296689,7,0.05839696998,10,0.1175264774898,NA,4.25918308469939,"BS","BS-WW-SR-1.tif",193,"non-sheltered","SR"
"194",194,0.375106418076635,0.742514533230833,10,0.0652510420762969,6,0.111554503895256,NA,4.05268663881989,"BS","BS-WW-SR-2.tif",194,"non-sheltered","SR"
"195",195,1.17864359811016,2.11724543387359,13,0.0865368067793004,29,0.200549834934715,0.0495560851568069,30.5318925883515,"GBL","GBL-DS-CR1-1.tif",195,"sheltered","CR1"
"196",196,1.1436757174854,1.99123316570045,19,0.0890116769527292,22,0.195617778924815,0.0714476195640226,26.2236906232652,"GBL","GBL-DS-CR1-2.tif",196,"sheltered","CR1"
"197",197,0.605457336249611,1.15437155204541,10,0.0702864421689157,15,0.226380246562959,0.0728889890420613,9.53398943268559,"GBL","GBL-DS-CR2-1.tif",197,"sheltered","CR2"
"198",198,0.619016594352233,1.19526352256293,11,0.0812599366741122,15,0.209404867821412,0.0510957286407172,10.3184083199878,"GBL","GBL-DS-CR2-2.tif",198,"sheltered","CR2"
"199",199,0.596895625116386,1.25082316339878,11,0.0634361755768311,16,0.238020605080453,0.0757755122698842,11.9251883503162,"GBL","GBL-DS-CR3-2.tif",199,"sheltered","CR3"
"200",200,0.681557755560416,1.27643355599339,11,0.0697055642617833,20,0.165644896609849,0.0470915687059379,11.4957366942432,"GBL","GBL-DS-CR3-3.tif",200,"sheltered","CR3"
"201",201,0.389024371278721,0.783525845976944,9,0.0703827286056851,14,0.167206118711579,0.0405283578982537,4.56541044267659,"GBL","GBL-DS-CR4-1.tif",201,"sheltered","CR4"
"202",202,0.462072874382411,0.976993878263493,8,0.0661257336294102,17,0.132750734339003,0.107888646521666,7.31343308759652,"GBL","GBL-DS-CR4-4.tif",202,"sheltered","CR4"
"203",203,0.285138176591536,0.657606305014004,7,0.0798132706576842,9,0.159753461623725,0.0139192930842965,3.46563531949797,"GBL","GBL-DS-CR5-3.tif",203,"sheltered","CR5"
"204",204,0.360676277682716,0.732690674730003,6,0.0580090239562378,9,0.153498429091126,0.0232024841884114,4.01444429418691,"GBL","GBL-DS-CR5-5.tif",204,"sheltered","CR5"
"205",205,0.309375039789512,0.646087288595207,9,0.0688598807030435,7,0.0964699938743423,NA,3.17520835894689,"GBL","GBL-DS-SR-2.tif",205,"sheltered","SR"
"206",206,0.301183629848246,0.716768088065045,8,0.0519405371729119,7,0.119081576584761,NA,4.17528593697836,"GBL","GBL-DS-SR-3.tif",206,"sheltered","SR"
"207",207,0.807894204379941,1.38899533520299,14,0.0817371325419493,25,0.17493930907601,0.0739497155818632,12.5996849805012,"GBL","GBL-WW-CR1-1.tif",207,"non-sheltered","CR1"
"208",208,1.00379289271827,1.76419296136776,11,0.0712791761545785,37,0.160416713290713,0.0420742663413096,20.7733127249843,"GBL","GBL-WW-CR1-3.tif",208,"non-sheltered","CR1"
"209",209,0.698410287982142,1.21017528541295,13,0.0868969654421157,15,0.184326924169416,0.0660288606035393,9.64010936264733,"GBL","GBL-WW-CR2-5.tif",209,"non-sheltered","CR2"
"210",210,0.817056333313913,1.37355115045538,15,0.0438641084028175,24,0.147901622541681,0.0411954252571508,12.03165682916,"GBL","GBL-WW-CR2-9.tif",210,"non-sheltered","CR2"
"211",211,0.457679391106692,0.908207970879322,9,0.0804833266069251,11,0.209991902623317,0.139363989158146,6.07347122490391,"GBL","GBL-WW-CR3-5.tif",211,"non-sheltered","CR3"
"212",212,0.461929043906309,0.93882982560134,9,0.084494687056587,11,0.197868019300401,0.126866158685601,6.59312273919496,"GBL","GBL-WW-CR3-7.tif",212,"non-sheltered","CR3"
"213",213,0.622268609316342,1.26949602939575,12,0.0874808590318315,15,0.250851263610689,0.0823955852801087,12.0843628399882,"GBL","GBL-WW-CR4-1.tif",213,"non-sheltered","CR4"
"214",214,0.607043907323136,1.36015383076374,13,0.114793034565926,15,0.215369284291356,0.132859088266657,14.6219781951312,"GBL","GBL-WW-CR4-6.tif",214,"non-sheltered","CR4"
"215",215,0.517026324753713,0.936054146548581,5,0.136205529739398,9,0.247332490638154,NA,6.00941602628531,"GBL","GBL-WW-CR5-5(yellowx10).tif",215,"non-sheltered","CR5"
"216",216,0.50246238008925,1.01584414874002,4,0.167374404287807,9,0.257317666439707,NA,7.69306933756223,"GBL","GBL-WW-CR5-6(yellowx10).tif",216,"non-sheltered","CR5"
"217",217,0.375521502986755,0.719164594253047,10,0.062861185430933,11,0.112425358234481,0.0609986034207268,3.71276075642417,"GBL","GBL-WW-SR-3.tif",1,"non-sheltered","SR"
"218",218,0.394073264573553,0.683179995619776,10,0.0563566453064433,8,0.113615125497214,0.0339249952206884,3.07380112793354,"GBL","GBL-WW-SR-6.tif",2,"non-sheltered","SR"
"219",219,1.29935042365593,2.36438793729147,14,0.0646097787155306,26,0.220596773995328,0.0979749176110977,38.5113818678692,"PM","PM-DS-CR1-1.tif",3,"sheltered","CR1"
"220",220,1.38977300416503,2.47642993369897,17,0.0650993245215663,25,0.239376334984034,0.0477177522742843,41.4645394219306,"PM","PM-DS-CR1-3.tif",4,"sheltered","CR1"
"221",221,1.09620922977634,2.02906380145413,16,0.067968172083924,21,0.213066805468829,0.0767981926909297,28.7740937296591,"PM","PM-DS-CR2-1.tif",5,"sheltered","CR2"
"222",222,1.10976307980445,1.82014016062212,11,0.0796634917560429,22,0.277512862220454,0.0198013364331066,20.5419640413947,"PM","PM-DS-CR2-2.tif",6,"sheltered","CR2"
"223",223,0.497300342583813,0.806931324057036,9,0.0529787936051905,12,0.19283737383439,0.241425510807536,3.98564758615512,"PM","PM-DS-CR3-1.tif",7,"sheltered","CR3"
"224",224,0.80551337553154,1.48540611255555,11,0.0438190885699656,20,0.176730021030187,0.0721613790868137,15.3726936960725,"PM","PM-DS-CR3-7.tif",8,"sheltered","CR3"
"225",225,0.370219767017203,0.733558701071837,9,0.0465377264188844,13,0.166682543890455,0.250789595381471,3.95816232707677,"PM","PM-DS-CR4-1.tif",9,"sheltered","CR4"
"226",226,0.426585028660901,0.834216639863843,11,0.0471322466996083,13,0.171090019437885,0.225322214351665,5.07241030032089,"PM","PM-DS-CR4-14.tif",10,"sheltered","CR4"
"227",227,0.326200471073789,0.732881172635613,6,0.0589553020697233,8,0.191671901381813,0.0381797970456358,4.25091822254449,"PM","PM-DS-CR5-1.tif",11,"sheltered","CR5"
"228",228,0.383187539756758,0.908868181324126,9,0.0658434082980326,9,0.205969093270226,0.0397163172147382,6.70352098132,"PM","PM-DS-CR5-2.tif",12,"sheltered","CR5"
"229",229,0.476267490093029,1.00611708869649,12,0.055716171767306,3,0.187592860742314,0.0917217979739431,7.75199070729554,"PM","PM-DS-SR-2.tif",13,"sheltered","SR"
"230",230,0.226779219163758,0.581082597533985,7,0.0664719627107689,5,0.11129454787329,0.0577619943833658,2.82495881535199,"PM","PM-DS-SR-5.tif",14,"sheltered","SR"
"231",231,1.24511497113238,1.80728164314071,13,0.0493084206933497,29,0.192523632498731,0.166543867600568,16.9358033987511,"PM","PM-WW-CR1-1.tif",15,"non-sheltered","CR1"
"232",232,2.00160852627188,3.35225915481802,24,0.0718122339521744,34,0.216402101137938,0.0371195831305018,71.3691302121279,"PM","PM-WW-CR1-3.tif",16,"non-sheltered","CR1"
