"","Genotype","Treatment","Roottype","Type","Filename","Root area","Metaxylem number","Total Metaxylem area","Cortical cell size","Cortical file number","Stele area","Cortex area","Aerenchyma area","Aerenchyma percent","RXA","TSA","TCA","AA","aerenchyma","radius","r_stele","MXA","nX","X_size","CF","OneC","OC","ratio","nPX","PXA_1","k_protxyl_s","kx_unM","LMXA","LMXA_1","k_Mxyl_s","kx_M","m_CF","m_OC","m_aerenchyma","id","model_RXA","model_TSA","model_XVA","model_AA","Kx","Kr1","Kr2","Kr3","kr1_new","kr2_new","kr3_new"
"62","BS","non-sheltered","CR5","Landrace","BS-WW-CR5-5.tif",4.93823344432015,10,0.227421427059595,0.00366561861854767,9,1.30670570547629,3.63152773884386,NA,NA,4.93823344432015,1.30670570547629,3.63152773884386,NA,0.139974159981116,1.25374978588654,0.644932046331913,0.227421427059595,10,0.170165200394317,9,0.0676464155060693,0.0683169860360685,5.00861333745075,50.0861333745075,358.21422453901,0.220561416447001,0.220941370428695,0.227421427059595,22742.1427059595,889.010003586256,178.02294208768,7.375,0.0541338319466108,0.139974159981116,62,5.3015708129993,1.42108732326886,0.195029517168349,0.543015405564958,131.105565593883,5.58385481815857e-05,3.13999473363682e-05,2.97503785584281e-05,7.08832101765048e-05,3.98600812352239e-05,3.77660667202496e-05
"63","BS","sheltered","CR4","Landrace","BS-DS-CR4-3.tif",4.993301037855,12,0.262252927247369,0.00138773508735743,NA,1.57181199817778,3.42148903967722,0.592674983907685,17.3221359774865,4.993301037855,1.57181199817778,3.42148903967722,0.592674983907685,0.173221359774865,1.26072085928687,0.707335350623936,0.262252927247369,12,0.166810970286205,8.14285714285714,0.0679596238708869,0.042034737906165,4.56157697854339,54.7389237425207,360.205959796249,0.223020957205315,0.244158543388914,0.262252927247369,21854.4106039474,820.960163763096,197.274597846532,8.14285714285714,0.0525560395837794,0.0979241578370994,63,5.19138860620259,1.64735750966865,0.222632810973571,0.623879891164804,142.342280058045,6.22956010446438e-05,3.47760145604721e-05,3.27529784056962e-05,7.86427286111847e-05,4.39016660790844e-05,4.13477604963027e-05
"64","GBL","sheltered","SR","Landrace","GBL-DS-SR-3.tif",5.07057333520671,7,0.0779609411157841,0.00211886240336008,8,0.895287398228348,4.17528593697836,NA,NA,5.07057333520671,0.895287398228348,4.17528593697836,NA,NA,1.27043835789707,0.533834084554225,0.0779609411157841,7,0.119081576584761,8,0.092075534167856,0.0519405371729119,5.97180990633758,41.802669344363,362.982387970592,0.226472249564855,0.189342891284674,0.0779609411157841,11137.2773022549,213.207242528456,30.0383568452686,9,0.066126140507219,NA,64,4.72964824268727,0.978551691508014,0.0668184921072019,0,22.0075929100069,5.44116403568716e-05,2.94428430484156e-05,2.83524895665944e-05,6.8164515583968e-05,3.68847018881796e-05,3.55187548883066e-05
"65","PM","non-sheltered","CR5","Modern","PM-WW-CR5-1.tif",5.088678144275,8,0.188457337004997,0.00823059136113755,8,0.949961762901782,4.13871638137322,0.113022712273817,2.73086391670831,5.088678144275,0.949961762901782,4.13871638137322,0.113022712273817,0.0273086391670831,1.27270442795259,0.549892917419582,0.188457337004997,8,0.173187519025709,8,0.0903514388166255,0.102369499351887,5.3750019903505,43.000015922804,363.629836557882,0.227280883335945,0.195461632047892,0.188457337004997,23557.1671256246,953.871807884667,152.814950893595,7.42857142857143,0.0794338895827557,0.0733529394942705,65,4.81941496343004,1.06675404763094,0.162356958502809,0.0990756050360955,113.849377701865,5.49901710210126e-05,3.01060704750273e-05,2.89368012973181e-05,6.87666149912138e-05,3.76484109580867e-05,3.61862099524943e-05
"66","BS","sheltered","CR3","Landrace","BS-DS-CR3-2.tif",5.09553264726731,17,0.236485227609405,0.00394138791241723,8,2.10312496876369,2.99240767850361,0.0417844677278169,1.3963494355392,5.09553264726731,2.10312496876369,2.99240767850361,0.0417844677278169,0.013963494355392,1.27356131261806,0.818196473615879,0.236485227609405,17,0.133086072002514,8,0.0569206048752731,0.0708401789327976,3.70616053369411,63.0047290728,363.874660748018,0.227587033076752,0.286781187189662,0.236485227609405,13910.8957417297,332.624380384651,113.379070517971,10,0.0609497452868328,0.0156160880418537,66,4.86148363946414,2.1685102976592,0.201754990369103,0.0385376318824915,82.470481449878,9.55728569033522e-05,4.74116089719408e-05,4.34860829976217e-05,0.000119435887780807,5.92495379143744e-05,5.43438701867313e-05
"67","GBL","non-sheltered","SR","Landrace","GBL-WW-SR-3.tif",5.10453683064787,11,0.10919710551763,0.00310352333158492,10,1.3917760742237,3.71276075642417,0.226473220977155,6.09986034207268,5.10453683064787,1.3917760742237,3.71276075642417,0.226473220977155,0.0609986034207268,1.27468605451872,0.665594534066701,0.10919710551763,11,0.112425358234481,10,0.0609091520452015,0.062861185430933,4.6933389509103,51.6267284600133,364.196015576776,0.227989196211152,0.235406726492196,0.10919710551763,9927.00959251184,169.387270631975,37.5006062655267,8.83333333333333,0.0626694263130119,0.0755513352331297,67,4.94278628243525,1.49623654969325,0.0931618615428256,0.208230981600414,27.173553219612,6.70590012615543e-05,3.58573216712027e-05,3.36303029547019e-05,8.37286286434799e-05,4.47707886171454e-05,4.199017423894e-05
"68","GBL","sheltered","SR","Landrace","GBL-DS-SR-1.tif",5.14443480788513,8,0.0736315903213224,0.00472679840532627,10,1.00184812453924,4.14258668334589,NA,NA,5.14443480788513,1.00184812453924,4.14258668334589,NA,NA,1.27965794577217,0.564710689198928,0.0736315903213224,8,0.108253552215878,10,0.071494725657324,0.0775780036457018,5.51310362333401,44.1048289866721,365.616555934905,0.229771200742133,0.202680390295881,0.0736315903213224,9203.9487901653,145.610359595796,23.5003379256232,9,0.066126140507219,NA,68,4.89822139991721,1.08186030518925,0.0628695939271572,0,17.0300796948344,5.59461386460693e-05,3.03262523031212e-05,2.8903617746609e-05,6.95819108680137e-05,3.77176805367412e-05,3.59483067550184e-05
"69","PM","sheltered","SR","Modern","PM-DS-SR-1.tif",5.15387991184818,6,0.135463088785038,0.00115600287630345,NA,1.03233559585807,4.12154431599011,0.212566311336417,5.15744330375719,5.15387991184818,1.03233559585807,4.12154431599011,0.212566311336417,0.0515744330375719,1.2808321233266,0.573238716435884,0.135463088785038,6,0.169546926391624,10,0.0707593406890714,0.0383649394100544,7.45677978290991,44.7406786974595,365.952035236171,0.230193057167526,0.205979872182364,0.135463088785038,22577.181464173,876.159823054155,105.345158638681,10,0.0646778613399488,0.0670194084649602,69,4.86992454412359,1.09299780093174,0.116295738590037,0.196593661916573,77.7403103840233,5.48206650101104e-05,3.01324112399547e-05,2.87085063317792e-05,6.81196205267192e-05,3.74422385945557e-05,3.56729083247904e-05
"70","BS","non-sheltered","CR5","Landrace","BS-WW-CR5-1.tif",5.15748800500002,10,0.136935948847466,0.00168262611248412,10,1.33553514481785,3.82195286018217,0.387585640604861,10.1410366580604,5.15748800500002,1.33553514481785,3.82195286018217,0.387585640604861,0.101410366580604,1.28128038300203,0.652007699296122,0.136935948847466,10,0.132042517837409,10,0.0629272683705905,0.046285916923172,5.06136940595189,50.6136940595189,366.080109429151,0.230354209155421,0.233181549350298,0.136935948847466,13693.5948847466,322.313753671336,64.6959322836174,7.375,0.0541338319466108,0.139974159981116,70,4.91098644122472,1.40042861633363,0.116187366796044,0.355482804255862,46.5379198320996,6.30131647163943e-05,3.42815011101139e-05,3.22814361436269e-05,7.82721469673987e-05,4.25829539784368e-05,4.0098562348437e-05
"71","W2","non-sheltered","CR5","Modern","W2-WW-CR5-6.tif",5.1842186142989,14,0.269206109776157,0.00550094169955651,8,1.43737286230109,3.74684575199781,0.295721535919836,7.89254630410547,5.1842186142989,1.43737286230109,3.74684575199781,0.295721535919836,0.0789254630410547,1.2845964491113,0.676409633434304,0.269206109776157,14,0.156470870098494,8,0.076023351959625,0.0836900024205879,3.74522159063298,52.4331022688617,367.027556888944,0.231548105943803,0.242815710382253,0.269206109776157,19229.0078411541,635.561586100719,178.200059818583,8.25,0.0828796773412384,0.129331947208644,71,4.88586353517712,1.51826103972711,0.231069882024847,0.259892942546799,131.610896217994,6.72730675588799e-05,3.64739131932114e-05,3.44963102623531e-05,8.33478968928947e-05,4.51893167120323e-05,4.27391676232905e-05
"72","W2","non-sheltered","SR","Modern","W2-WW-SR-1.tif",5.19474693981041,6,0.0994763612383888,0.00761051461506225,8,0.507483588387811,4.6872633514226,0.431461541922438,9.20497760791459,5.19474693981041,0.507483588387811,4.6872633514226,0.431461541922438,0.0920497760791459,1.28590019331387,0.401916711844464,0.0994763612383888,6,0.145291223005771,8,0.110497935183676,0.0984378390847857,5.3278183391872,31.9669100351232,367.400055232534,0.232018343411071,0.1483381902064,0.0994763612383888,16579.3935397315,472.477539406157,56.8456429189452,8.77777777777778,0.0745880022322561,0.0790245276982294,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","BS","non-sheltered","CR5","Landrace","BS-WW-CR5-6.tif",5.2670994411029,11,0.206004375023913,0.0014138561830656,0,1.5546915078759,3.712407933227,0.201261024128454,5.42130681079297,5.2670994411029,1.5546915078759,3.712407933227,0.201261024128454,0.0542130681079297,1.29482424429579,0.703472584343472,0.206004375023913,11,0.154417649918212,7.375,0.0801832759257385,0.0424284998891952,4.95008326260448,54.4509158886493,369.949784084512,0.235249897842121,0.256191448004294,0.206004375023913,18727.6704567193,602.852969434935,132.88384472369,7.375,0.0541338319466108,0.139974159981116,73,5.41951352324253,1.6807676789703,0.17770717480932,0.199436990231424,99.0685883187437,6.6367512638023e-05,3.6393939721116e-05,3.45421323997355e-05,8.15764590722493e-05,4.4734066655929e-05,4.24578945024507e-05
"74","BS","sheltered","CR5","Landrace","BS-DS-CR5-3.tif",5.28458069756974,15,0.2746833744025,0.00241072123890234,NA,2.1843480204401,3.10023267712964,0.0563756370107715,1.81843244949495,5.28458069756974,2.1843480204401,3.10023267712964,0.0563756370107715,0.0181843244949495,1.29697119488926,0.83384625067939,0.2746833744025,15,0.152695281431256,7.8,0.0593749928474195,0.0554023971747018,4.27810509671036,64.1715764506553,370.563198539789,0.236030681239883,0.302929218117709,0.2746833744025,18312.2249601667,576.402846526359,173.223783176025,7.8,0.0486998152602423,0.107105637260228,74,5.1557633376355,2.27042355359395,0.235944443749454,0.0555104184959064,127.95433522337,9.33908181341332e-05,4.71786986154165e-05,4.34373830448597e-05,0.00011460247077201,5.78942934343842e-05,5.33032210260905e-05
"75","GBL","sheltered","CR5","Landrace","GBL-DS-CR5-5.tif",5.29835524554597,9,0.166548321938194,0.00264290162386946,6,1.28391095135906,4.01444429418691,0.0931450802611302,2.32024841884114,5.29835524554597,1.28391095135906,4.01444429418691,0.0931450802611302,0.0232024841884114,1.29866040794775,0.639282057308998,0.166548321938194,9,0.153498429091126,6,0.109896391773126,0.0580090239562378,5.51831891032876,49.6648701929589,371.045830842215,0.236645908091106,0.235059766140794,0.166548321938194,18505.3691042438,588.625931685378,106.187727469509,7,0.0757327290135203,0.0183335792206348,75,4.8947013537725,1.41126200998315,0.142582900538719,0.0839179260366325,77.9578702243524,6.79105079680785e-05,3.64922483190506e-05,3.51239553626353e-05,8.32264767975898e-05,4.47224052490516e-05,4.30455189262025e-05
"76","PM","sheltered","CR5","Modern","PM-DS-CR5-1.tif",5.30111072428604,8,0.230832401844454,0.00272983010660047,6,1.05019250174155,4.25091822254449,0.162299194994343,3.81797970456358,5.30111072428604,1.05019250174155,4.25091822254449,0.162299194994343,0.0381797970456358,1.29899805669414,0.57817528112193,0.230832401844454,8,0.191671901381813,6,0.120137129262035,0.0589553020697233,5.63859362005639,45.1087489604511,371.142301912612,0.236768978881654,0.213607048599898,0.230832401844454,28854.0502305567,1431.0587193038,229.183002137208,7.66666666666667,0.0617222865759312,0.038948057130187,76,4.94753810318071,1.21819910224898,0.199740018568619,0.142002386815988,172.425286326175,6.06331482610233e-05,3.3009931820223e-05,3.19774375382509e-05,7.42885273094583e-05,4.04442007687464e-05,3.9179175252787e-05
"77","PM","sheltered","CR4","Modern","PM-DS-CR4-1.tif",5.31091671626848,13,0.283670042440004,0.00170098391083935,9,1.35275438919171,3.95816232707677,0.992665928461764,25.0789595381471,5.31091671626848,1.35275438919171,3.95816232707677,0.992665928461764,0.250789595381471,1.30019894458003,0.656197451730985,0.283670042440004,13,0.166682543890455,9,0.0715557214276712,0.0465377264188844,3.91739092315863,50.9260820010622,371.48541273715,0.237206954021084,0.241600415833999,0.283670042440004,21820.7724953849,818.434879982566,213.034669211301,8.64285714285714,0.063998138794563,0.160705460829148,77,5.54315849156173,1.39340422216246,0.242123045249144,1.03936515601645,155.299468109295,5.01854846080671e-05,2.95669058125067e-05,2.81825991404953e-05,6.14311215997492e-05,3.61923014290165e-05,3.44977972877531e-05
"78","W2","non-sheltered","CR5","Modern","W2-WW-CR5-7.tif",5.31196645005679,10,0.233161153607129,0.004905444803609,11,1.2685290082703,4.04343744178649,0.7599435869052,18.7944934933738,5.31196645005679,1.2685290082703,4.04343744178649,0.7599435869052,0.187944934933738,1.30032743419867,0.635441047024314,0.233161153607129,10,0.172299158752638,11,0.0604442170158503,0.0790304138194315,4.93784844661328,49.3784844661328,371.522124056762,0.237253839364568,0.234304700431874,0.233161153607129,23316.1153607129,934.450450927021,187.124394885836,8.25,0.0828796773412384,0.129331947208644,78,5.55519605201747,1.3240239799983,0.199299918751795,0.793524893777994,136.843238084353,5.23967949851741e-05,2.98900593863246e-05,2.83244589957718e-05,6.41316079684358e-05,3.65842523623711e-05,3.46680193082201e-05
"79","PM","non-sheltered","SR","Modern","PM-WW-SR-7.tif",5.32010034049352,5,0.0979020629877366,0.00356153861128699,NA,0.818409041038104,4.50169129945541,NA,NA,5.32010034049352,0.818409041038104,4.50169129945541,NA,0.0254878349035259,1.30132260945118,0.510399538307613,0.0979020629877366,5,0.157894127887733,9.75,0.0811203149890842,0.0673401202849516,8.01107791524312,40.0553895762156,371.806459843195,0.237617131707099,0.190356935610215,0.0979020629877366,19580.4125975473,659.00326322744,66.0906832583542,9.75,0.0692385323611717,0.0254878349035259,79,5.15296854462282,0.879460808965569,0.0831204733751827,0.111109264871761,47.6764867305746,4.72179425263392e-05,2.62784697031506e-05,2.5320048996832e-05,5.77487004461195e-05,3.21392122120347e-05,3.09670402089941e-05
"80","PM","non-sheltered","CR5","Modern","PM-WW-CR5-4.tif",5.34794603033261,8,0.190130079078475,0.0030950921103796,7,1.15478517815435,4.19316085217826,0.22809165137247,5.43961129595066,5.34794603033261,1.15478517815435,4.19316085217826,0.22809165137247,0.0543961129595066,1.30472376089049,0.606283381452139,0.190130079078475,8,0.173954424823838,7,0.0997771970626218,0.0627757410910705,5.90056111513394,47.2044889210715,372.778217397283,0.238860832488381,0.225506070417514,0.190130079078475,23766.2598848094,970.880035844611,155.566311805555,7.42857142857143,0.0794338895827557,0.0733529394942705,80,5.85088378779036,1.28562886479863,0.163615654735188,0.240382366049644,115.31848813467,5.2333938631075e-05,2.96899189469065e-05,2.86800999434602e-05,6.38388391035256e-05,3.62168414651452e-05,3.49850275682562e-05
"81","BS","non-sheltered","CR5","Landrace","BS-WW-CR5-8.tif",5.36155709186609,9,0.21076004939023,0.00252981862963721,NA,1.25865667613287,4.10290041573323,NA,NA,5.36155709186609,1.25865667613287,4.10290041573323,NA,0.139974159981116,1.30638303252905,0.632963556079116,0.21076004939023,9,0.172674397939519,7.375,0.0913111154508382,0.0567544281995847,5.46597363791766,49.1937627412589,373.252295008299,0.239468757375898,0.23560738468588,0.21076004939023,23417.7832655811,942.617398603332,169.906739133286,7.375,0.0541338319466108,0.139974159981116,81,5.57150189476403,1.40327929824863,0.181402635919765,0.582328160105191,125.961765702234,5.42803628409734e-05,3.11978521358457e-05,2.99534499100479e-05,6.61290589654873e-05,3.80079368579788e-05,3.64918978365069e-05
"82","BS","non-sheltered","CR4","Landrace","BS-WW-CR4-5.tif",5.38258097777633,7,0.242442930375845,NA,NA,1.4012952468104,3.98128573096593,0.652850756450293,16.3979880010245,5.38258097777633,1.4012952468104,3.98128573096593,0.652850756450293,0.163979880010245,1.30894183920105,0.66786685089328,0.242442930375845,7,0.209995893257803,8.27272727272727,0.0774925810042357,0.056343910714854,7.39945034322899,51.7961524026029,373.983382628871,0.240407768888388,0.249043948722254,0.242442930375845,34634.7043394064,2061.89647593552,288.914550579695,8.27272727272727,0.056343910714854,0.0835746175092429,82,5.56697621531117,1.49923361322591,0.207162750923413,0.671288410269434,211.724037420924,5.57602569968763e-05,3.21167941314169e-05,3.06116792399445e-05,6.77991967507444e-05,3.90509829328992e-05,3.72209056313342e-05
"83","BS","non-sheltered","CR4","Landrace","BS-WW-CR4-1.tif",5.39950476143694,7,0.215154993168038,0.00156445691546929,NA,1.33317387037621,4.06633089106073,0.268368912036832,6.59978047105817,5.39950476143694,1.33317387037621,4.06633089106073,0.268368912036832,0.0659978047105817,1.31099799620817,0.651431057705,0.215154993168038,7,0.197825264004362,8.27272727272727,0.079727871687196,0.0446310252045581,7.22438566606926,50.5706996624848,374.570856059476,0.241163653302909,0.243916293613781,0.215154993168038,30736.427595434,1623.86778354259,227.585405989576,8.27272727272727,0.056343910714854,0.0835746175092429,83,5.66715008934568,1.47125679876342,0.185581962651797,0.279725821806673,169.942355797744,5.81421559085146e-05,3.27029586917277e-05,3.1214966150322e-05,7.05844825211343e-05,3.97013385571344e-05,3.78949180367862e-05
"84","BS","non-sheltered","SR","Landrace","BS-WW-SR-2.tif",5.44138759773258,6,0.0586428880132146,0.0033439885759504,10,1.38870095891269,4.05268663881989,NA,NA,5.44138759773258,1.38870095891269,4.05268663881989,NA,NA,1.3160727437783,0.664858815219306,0.0586428880132146,6,0.111554503895256,10,0.0651213928558996,0.0652510420762969,8.59531221045857,51.5718732627514,376.020783936658,0.243034309642336,0.250674692307496,0.0586428880132146,9773.8146688691,164.199596847835,19.9546263140477,8.5,0.0618240060281484,NA,84,5.26083692832094,1.50087455230985,0.0499589424754607,0,14.3441514899576,6.70299305293798e-05,3.59538498298998e-05,3.3900730999867e-05,8.10604491984999e-05,4.34796096998737e-05,4.09967377454204e-05
"85","PM","non-sheltered","CR5","Modern","PM-WW-CR5-6.tif",5.44948892373399,8,0.255135719716997,0.0046670701166472,8,1.53419264100782,3.91529628272617,0.669596408629048,17.102062277719,5.44948892373399,1.53419264100782,3.91529628272617,0.669596408629048,0.17102062277719,1.31705208669726,0.698819493820263,0.255135719716997,8,0.201509580298973,8,0.077279074109624,0.077086303780678,6.76299768240485,54.1039814592388,376.300596199216,0.243396147525886,0.263374013059814,0.255135719716997,31891.9649646246,1748.2617015832,279.985246266371,7.42857142857143,0.0794338895827557,0.0733529394942705,85,5.13426487603166,1.61651234696267,0.218602921102419,0.607079748579182,206.29869481027,6.38983828952163e-05,3.60091061474489e-05,3.41185226890865e-05,7.72159552083832e-05,4.3514051551741e-05,4.12294364953943e-05
"86","W2","non-sheltered","SR","Modern","W2-WW-SR-7.tif",5.46526425735936,6,0.0840940554891014,0.00338055392309853,8,0.979381675326539,4.48588258203282,0.468606822752868,10.4462569891991,5.46526425735936,0.979381675326539,4.48588258203282,0.468606822752868,0.104462569891991,1.31895702876341,0.558342967721168,0.0840940554891014,6,0.13358634968057,8,0.0950767576302801,0.0656068208191697,7.27167527888171,43.6300516732903,376.844865360974,0.244100737531313,0.213002555839589,0.0840940554891014,14015.6759148502,337.65406348226,40.7314901737108,8.77777777777778,0.0745880022322561,0.0790245276982294,86,5.08899551044813,1.0650586641179,0.0726624009071392,0.436470579980375,30.3727155549295,5.12763200054172e-05,2.90639301874895e-05,2.80425082397797e-05,6.1873735189654e-05,3.50706509320741e-05,3.38381289589134e-05
"87","BS","sheltered","SR","Landrace","BS-DS-SR-8.tif",5.46733073235075,9,0.196263366661068,0.0018743263372425,10,1.47755081993583,3.98977991241492,0.0691123550020939,1.7322347728264,5.46733073235075,1.47755081993583,3.98977991241492,0.0691123550020939,0.017322347728264,1.31920636109128,0.685798099534068,0.196263366661068,9,0.166630089191508,10,0.0633408261557216,0.048851472980001,5.90367847791779,53.1331063012601,376.916103168938,0.2441930346364,0.259494689347263,0.196263366661068,21807.0407401186,817.405126220972,147.392417409122,8.125,0.0498733406134783,0.0560689678901301,87,5.17238361481247,1.52561624375459,0.168207239657709,0.0635819542457177,108.484423683433,6.85927396001909e-05,3.67573439825007e-05,3.45826924199811e-05,8.27533423849991e-05,4.43457002807714e-05,4.17221035798641e-05
"88","PM","non-sheltered","SR","Modern","PM-WW-SR-3.tif",5.48018734669464,6,0.117056094569904,0.00270902419547014,9,0.942287049203368,4.53790029749128,0.0682980402452717,1.50505819361059,5.48018734669464,0.942287049203368,4.53790029749128,0.0682980402452717,0.0150505819361059,1.32075652964209,0.547667128267147,0.117056094569904,6,0.157607343609925,9,0.0858988223749938,0.0587302029054637,7.13901018059975,42.8340610835985,377.359008469169,0.244767262870519,0.209687517781221,0.117056094569904,19509.349094984,654.228481545883,78.7171053032872,9.75,0.0692385323611717,0.0254878349035259,88,5.89447570348096,1.03476232529277,0.101165820489411,0.0745770558015749,58.8883935577987,4.7272574523872e-05,2.66859586277134e-05,2.57638551676524e-05,5.69648056950591e-05,3.21573441540913e-05,3.10461830852861e-05
"89","PM","sheltered","CR4","Modern","PM-DS-CR4-4.tif",5.52046326392867,13,0.425094987941672,0.00384416783985971,10,1.68201331870824,3.83844994522043,0.54836790919033,14.2861810630916,5.52046326392867,1.68201331870824,3.83844994522043,0.54836790919033,0.142861810630916,1.3256010083064,0.731711328351311,0.425094987941672,13,0.204045196523495,10,0.0593889679955085,0.0699610356577755,4.3504920493749,56.5563966418737,378.743145230399,0.2465661477256,0.278897856984557,0.425094987941672,32699.6144570517,1837.93078197368,478.140901170141,8.64285714285714,0.063998138794563,0.160705460829148,89,5.33242522166624,1.78197945508221,0.363416171389496,0.504154291062428,350.298931014657,7.00625070228959e-05,3.83596649291544e-05,3.5853902163672e-05,8.41187827123857e-05,4.60555646123394e-05,4.30470837207046e-05
"90","BS","sheltered","CR5","Landrace","BS-DS-CR5-8.tif",5.56624943344961,14,0.263827236775983,NA,NA,2.34892839483166,3.21732103861794,0.371619847228782,11.5505988606104,5.56624943344961,2.34892839483166,3.21732103861794,0.371619847228782,0.115505988606104,1.33108685803442,0.864689036597979,0.263827236775983,14,0.154899799603621,7.8,0.0597945924918509,0.0486998152602423,4.74794389776752,66.4712145687453,380.310530866976,0.248611142665002,0.330509692165326,0.263827236775983,18844.802626856,610.41763719831,171.247448107692,7.8,0.0486998152602423,0.107105637260228,90,5.43431664556124,2.43959191942368,0.225191210746106,0.351770787449061,124.91514102654,9.05238068214774e-05,4.71989382769225e-05,4.34891740394253e-05,0.000108237199069104,5.64346668297378e-05,5.19989884775747e-05
"91","W2","non-sheltered","SR","Modern","W2-WW-SR-2.tif",5.57084160432503,6,0.088489075958802,0.00617718644696367,10,0.867770058246573,4.70307154607845,0.478482999162533,10.1738405311207,5.57084160432503,0.867770058246573,4.70307154607845,0.478482999162533,0.101738405311207,1.33163581996754,0.525566159940086,0.088489075958802,6,0.137032715551081,10,0.0806069660027455,0.0886850498081624,6.8643688141888,41.1862128851328,380.467377133583,0.248816247531807,0.204955978802498,0.088489075958802,14748.179326467,373.870076142519,45.0693651159048,8.77777777777778,0.0745880022322561,0.0790245276982294,91,5.3493695063812,0.98046562591913,0.0765163637322892,0.443371938662294,33.652119517866,4.7118660103309e-05,2.68907375759803e-05,2.58862282486427e-05,5.6315454682582e-05,3.21393713238245e-05,3.09387981458547e-05
"92","W2","sheltered","CR5","Modern","W2-DS-CR5-2.tif",5.60170416752007,12,0.243240192462071,0.00104781430675117,8,1.30463955789748,4.29706460962259,0.844745380518755,19.6586613714647,5.60170416752007,1.30463955789748,4.29706460962259,0.844745380518755,0.196586613714647,1.33531936854019,0.644421965163524,0.243240192462071,12,0.160650508846507,8,0.0863621754220835,0.0365255884400902,4.17067514354936,50.0481017225923,381.519819582912,0.250194694041117,0.250435389956454,0.243240192462071,20270.0160385059,706.239610202708,169.747941838606,8.66666666666667,0.0451195897170547,0.164841407234651,92,5.23763129972895,1.38836674608472,0.208828653625831,0.778559581733356,125.168183597993,5.53227679426527e-05,3.21191745278113e-05,3.07573789427689e-05,6.59384727806709e-05,3.82824177838516e-05,3.66593117019174e-05
"93","W2","sheltered","CR5","Modern","W2-DS-CR5-1.tif",5.61268779705814,11,0.216233696975919,0.00243939346958633,7,1.36686102741684,4.2458267696413,0.524400143513035,12.3509547601571,5.61268779705814,1.36686102741684,4.2458267696413,0.524400143513035,0.123509547601571,1.33662785167253,0.659610019682929,0.216233696975919,11,0.158205072293705,7,0.0967168331413718,0.0557308911703916,4.65277482432356,51.1805230675592,381.893671906438,0.250685267221985,0.256604062035041,0.216233696975919,19657.6088159926,664.209776902048,146.382754980486,8.66666666666667,0.0451195897170547,0.164841407234651,93,6.08000696066082,1.49260583676753,0.18552872357994,0.563819266364236,107.914660860168,5.38248076318415e-05,3.12225870286273e-05,3.00765291091882e-05,6.40902715356309e-05,3.71773568499631e-05,3.58127228366877e-05
"94","W2","non-sheltered","CR5","Modern","W2-WW-CR5-5.tif",5.65716576929486,13,0.185571191792606,0.00218587435714436,7,1.5588897869748,4.09827598232006,0.384170966415131,9.37396524959378,5.65716576929486,1.5588897869748,4.09827598232006,0.384170966415131,0.0937396524959378,1.34191348161761,0.704421770436591,0.185571191792606,13,0.13481513831739,7,0.0910702444544305,0.0527554894900877,4.19397593875017,54.5216872037523,383.403851890744,0.252671832796058,0.275521892658109,0.185571191792606,14274.7070609697,350.250122910036,91.3405538492674,8.25,0.0828796773412384,0.129331947208644,94,6.10815699070209,1.68947440478448,0.159742099250319,0.420669366588008,67.632113671036,5.91692398493858e-05,3.38505816596406e-05,3.24464350051135e-05,7.01764840283735e-05,4.01477999250244e-05,3.84824400940423e-05
"95","W2","non-sheltered","SR","Modern","W2-WW-SR-8.tif",5.68173187150606,6,0.0801911648962158,0.0024651317186359,10,0.917360447345343,4.76437142416072,0.177625016315049,3.72819414150397,5.68173187150606,0.917360447345343,4.76437142416072,0.177625016315049,0.0372819414150397,1.34482393841942,0.540374776968732,0.0801911648962158,6,0.130449583035133,10,0.0804449161450684,0.0560241304006423,7.04839056179811,42.2903433707887,384.235410976976,0.25376905397067,0.214639608585996,0.0801911648962158,13365.1941493693,307.039627817312,37.0593949466634,8.77777777777778,0.0745880022322561,0.0790245276982294,95,5.42391410512531,1.01730497884951,0.0684351120905481,0.167511902766624,26.9867840515391,5.04639055335555e-05,2.82525683567466e-05,2.71715236845351e-05,5.97221672215874e-05,3.34358705296599e-05,3.21564941118974e-05
"96","BS","sheltered","SR","Landrace","BS-DS-SR-7.tif",5.71059386281595,8,0.181668182460188,0.00138080302811211,10,1.46056128073262,4.25003258208332,0.0602175322737278,1.41687225005249,5.71059386281595,1.46056128073262,4.25003258208332,0.0602175322737278,0.0141687225005249,1.34823532163892,0.681843893449558,0.181668182460188,8,0.17003937556066,10,0.066639142818936,0.0419296198275443,6.60478508694988,52.8382806955991,385.210091896834,0.255058146873337,0.269536679163854,0.181668182460188,22708.5228075235,886.38348468159,142.090894228218,8.125,0.0498733406134783,0.0560689678901301,96,5.38525864371615,1.50558884605794,0.155852047560436,0.0538463881065355,104.661272104452,6.62219508916749e-05,3.60451034286193e-05,3.40557480390429e-05,7.81729321019932e-05,4.25501119340931e-05,4.02017404092119e-05
