"","Accession","Kr1","kr1","Kr2","kr2","Kr3","kr3","Kx","n"
"180","PI_584439",0.000509892843835637,0.000143838115608805,0.000204087682291868,5.75720722397379e-05,0.000182272138391593,5.14180209257561e-05,8.80121768824162,3
"181","PI_584440",0.000544384953067872,0.000135789412223811,0.000222383912141474,5.54706380981795e-05,0.000199474173837319,4.97561159002549e-05,10.140016384412,2
"182","PI_586644",0.000514604488547628,0.000137662687678283,0.000213183877809799,5.70291675298116e-05,0.000190986369661475,5.10910758507375e-05,8.6000414359629,2
"183","PI_586765",0.000403657416609443,0.000134948483220559,0.000164192807618369,5.48920184099139e-05,0.000147109537030226,4.91808352148165e-05,2.68091619870845,3
"184","PI_586784",0.000540488552092703,0.000148090989546891,0.000214617101030641,5.88039445835688e-05,0.000191307307696422,5.24171851459592e-05,4.76749330655405,3
"185","PI_596543",0.000578525051060654,0.000141405116816392,0.000234534129863133,5.73256524845802e-05,0.000209509975675881,5.12091611769137e-05,6.45001524166165,2
"186","PI_608619",0.000503805332511288,0.000145812926118661,0.000199770829936791,5.78183027977064e-05,0.000178303968824522,5.16052962426545e-05,10.0472918805638,3
"187","PI_620780",0.00048237285751903,0.000139025727418179,0.000196585161195394,5.66582356548355e-05,0.000176229710400109,5.07915470349689e-05,4.89366122137694,2
"188","PI_620796",0.000527411933922254,0.000159417481197052,0.000201885992680883,6.10228065997784e-05,0.000178876016281518,5.40677260563582e-05,10.7578728298526,3
"189","PI_620801",0.000562369600134105,0.000151742356119886,0.000220274489088568,5.94359473901735e-05,0.000195951414004172,5.28729313229695e-05,5.5979595728374,3
"190","PI_620804",0.000555221692769078,0.000163204330694876,0.000213495055650805,6.27556850136372e-05,0.000188697121261857,5.54664700256938e-05,8.24271903156449,2
"191","PI_620829",0.000623849431620651,0.000125511377197882,0.000267916774827119,5.39017937318796e-05,0.000241603422126738,4.86078478392965e-05,18.8062021274883,2
"192","PI_620839",0.000473489956786024,0.000160218786217783,0.000178552091515077,6.04181756533438e-05,0.000158317935911454,5.35713739324377e-05,4.87969700037599,3
"193","PI_620843",0.000513324562004491,0.000146575776781978,0.000201300757616365,5.74798423812056e-05,0.000179547107576539,5.12682593235397e-05,4.60397459114188,3
"194","PI_620849",0.000588852259729611,0.000155646569076854,0.000232674937065574,6.15010897318433e-05,0.000206000073341215,5.44503381202329e-05,18.5504911455443,2
"195","PI_620857",0.000500786690313136,0.00014874575386264,0.000196140029541748,5.82583305849941e-05,0.000174737245194495,5.19011862078122e-05,5.76896028978662,2
"196","PI_620858",0.00053449925421043,0.000153968850692728,0.000207467610939683,5.97635064234774e-05,0.000184286359595601,5.30858719853527e-05,10.2751566445551,3
"197","PI_628446",0.000490586257410076,0.000145877795483075,0.000192652006100757,5.72858483515954e-05,0.000172274926622945,5.12266418660743e-05,7.77831689761657,3
"198","PI_628460",0.000446975638295376,0.00014258555968968,0.000173629773711474,5.53880264209897e-05,0.000155659774194552,4.96555832647694e-05,3.88032170942024,3
"199","PI_628480",0.000571757935296647,0.000128478116801223,0.000245263401907532,5.51124489089816e-05,0.000220808896688675,4.96173458524857e-05,10.837313614123,1
"200","PI_629130",0.000525017904738364,0.000151158845379003,0.000205928957403718,5.92893749914303e-05,0.000183347598868819,5.27879356073284e-05,9.47726551991057,2
"201","PI_629147",0.000546365623751885,0.000156250715392861,0.000216226536025014,6.18368899361269e-05,0.000191620154453666,5.47999085511143e-05,8.34767795029529,2
"202","PI_629157",0.000463340982703138,0.000139017556573539,0.000184873600325358,5.5468169558942e-05,0.000165699781090961,4.97153922315443e-05,5.70177085539746,2
"203","PI_629191",0.000491325683717154,0.000154382124915559,0.000191885487714778,6.02933864758424e-05,0.000170320443965447,5.35173163694904e-05,3.62886602277273,3
"204","PI_629202",0.000613892173731385,0.000149322764812638,0.000246163457231083,5.98766519634225e-05,0.000218299372121245,5.3099008583013e-05,17.1438987630363,2
"205","PI_629245",0.000559414345178596,0.000161907461710755,0.000216094120100936,6.25426408487822e-05,0.000190923737939445,5.52577495670692e-05,8.06427916213965,3
"206","PI_629246",0.000543825156762235,0.000164662422000155,0.000208490517682867,6.31279248097318e-05,0.000184222012050417,5.57797709663988e-05,9.2148329587391,3
"207","PI_629255",0.000523554711097558,0.000138569603457575,0.000212130441655663,5.61447171774723e-05,0.000190484851053307,5.04157630819477e-05,10.1026851603434,3
"208","PI_629262",0.000534570045179562,0.000159222143313016,0.000207364329936313,6.17636423081596e-05,0.000183935654656979,5.47853914192469e-05,5.20862144643193,3
"209","PI_629263",0.000478446185008178,0.000171132687890384,0.000179238019912736,6.41106253554773e-05,0.000157926547191663,5.64878461925552e-05,3.3765591609988,3
"210","PI629263_obs",0.000405338092780313,9.94105641539022e-05,0.000173381586722033,4.252243166121e-05,0.00016008102106803,3.92604220973886e-05,1.47946907451754,3
"211","PI629263_pred",0.000534748851331706,0.000153485884584588,0.000212214085070938,6.09105872547588e-05,0.000188719247587048,5.41669992967754e-05,5.45165884447183,2
"212","REVENT",0.000647999997579287,0.00012469946139537,0.000285940714792614,5.50256994735302e-05,0.000258184264208942,4.96843191479729e-05,14.7670342414538,3
"213","TABLON",0.000624730755919136,0.00012167647153201,0.000277437773610959,5.40355169692456e-05,0.00025091355401398,4.88694939743439e-05,15.4557154855267,3
"214","TBL_MT",0.000511113812538825,0.000119073363146845,0.000226445027024532,5.27545338713402e-05,0.00020436779936535,4.76112376389818e-05,11.4286961479909,3
"215","TBL_WT",0.000561571992880781,0.000111502859444472,0.000254969737736847,5.06254855831121e-05,0.000231839869715453,4.60329374224951e-05,12.4563849596484,3
"216","ZAPCHI",0.00067851287001171,0.000123575272983064,0.000303151534775613,5.52119721243971e-05,0.000273730696797433,4.98536535939301e-05,23.9182780338339,3
